id,value_y,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
110,0.25,0.22044088176352705,0.39,0.37,0.40,0.36,0.42,0.39,0.39,0.40,0.39,0.39,0.41,0.40,0.40,0.39,0.39,0.39,0.37,0.40,0.38,0.39,0.40,0.39,0.40,0.38,0.38,9.77,0.39,false
111,0.5,0.22244488977955912,0.39,0.42,0.37,0.40,0.38,0.41,0.38,0.39,0.43,0.40,0.41,0.38,0.37,0.39,0.40,0.39,0.40,0.39,0.39,0.38,0.38,0.39,0.38,0.39,0.37,9.78,0.39,false
112,0,0.22444889779559118,0.34,0.36,0.43,0.39,0.40,0.44,0.37,0.39,0.39,0.39,0.37,0.38,0.38,0.39,0.37,0.39,0.39,0.42,0.39,0.41,0.37,0.38,0.38,0.39,0.40,9.71,0.39,false
113,0.25,0.22645290581162325,0.37,0.54,0.48,0.55,0.42,0.48,0.48,0.54,0.44,0.50,0.53,0.48,0.49,0.47,0.45,0.44,0.43,0.47,0.46,0.46,0.47,0.49,0.47,0.50,0.47,11.88,0.48,false
114,0,0.22845691382765532,0.55,0.49,0.51,0.53,0.43,0.45,0.42,0.45,0.45,0.46,0.45,0.49,0.48,0.47,0.49,0.47,0.48,0.50,0.45,0.49,0.44,0.47,0.46,0.47,0.46,11.81,0.47,false
115,0,0.23046092184368738,0.34,0.36,0.39,0.34,0.35,0.39,0.37,0.36,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.39,0.37,0.40,0.39,0.39,0.38,0.37,0.38,0.36,0.39,9.34,0.37,false
116,0,0.23246492985971945,0.34,0.34,0.43,0.36,0.45,0.37,0.39,0.37,0.36,0.38,0.41,0.35,0.38,0.38,0.37,0.37,0.38,0.40,0.40,0.40,0.38,0.38,0.43,0.36,0.40,9.58,0.38,false
117,0.5,0.23446893787575152,0.39,0.37,0.52,0.41,0.36,0.39,0.38,0.37,0.38,0.38,0.41,0.38,0.40,0.35,0.36,0.36,0.37,0.40,0.40,0.39,0.37,0.39,0.37,0.38,0.38,9.66,0.39,false
118,0,0.23647294589178355,0.34,0.34,0.51,0.36,0.41,0.37,0.36,0.38,0.38,0.38,0.41,0.35,0.38,0.37,0.36,0.35,0.38,0.42,0.40,0.38,0.37,0.39,0.38,0.37,0.37,9.51,0.38,false
119,0.5,0.23847695390781562,0.43,0.53,0.41,0.53,0.41,0.49,0.41,0.43,0.47,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.43,0.46,0.46,0.45,0.47,0.48,0.44,0.45,0.44,11.22,0.45,false
120,0.5,0.24048096192384769,0.37,0.49,0.47,0.51,0.42,0.44,0.44,0.45,0.45,0.48,0.43,0.52,0.47,0.47,0.46,0.45,0.45,0.48,0.48,0.43,0.43,0.46,0.47,0.46,0.45,11.43,0.46,false
121,0.5,0.24248496993987975,0.43,0.39,0.41,0.40,0.45,0.49,0.45,0.43,0.41,0.42,0.46,0.44,0.44,0.48,0.42,0.50,0.44,0.43,0.42,0.43,0.44,0.47,0.42,0.45,0.47,10.99,0.44,false
122,0,0.24448897795591182,0.34,0.36,0.44,0.38,0.39,0.37,0.36,0.37,0.37,0.40,0.39,0.34,0.37,0.36,0.35,0.35,0.37,0.40,0.36,0.36,0.35,0.37,0.36,0.35,0.37,9.23,0.37,false
123,0.75,0.24649298597194388,0.58,0.53,0.61,0.46,0.52,0.54,0.37,0.56,0.44,0.55,0.49,0.49,0.51,0.50,0.44,0.52,0.50,0.48,0.42,0.46,0.51,0.48,0.47,0.47,0.51,12.41,0.50,false
124,0,0.24849699398797595,0.58,0.36,0.45,0.40,0.41,0.37,0.39,0.39,0.38,0.38,0.40,0.37,0.40,0.41,0.35,0.37,0.38,0.41,0.39,0.39,0.36,0.41,0.37,0.38,0.39,9.89,0.40,false
125,0.25,0.250501002004008,0.50,0.53,0.46,0.47,0.44,0.47,0.47,0.46,0.44,0.49,0.48,0.50,0.46,0.45,0.46,0.47,0.49,0.50,0.51,0.49,0.49,0.49,0.49,0.45,0.45,11.91,0.48,false
126,0,0.25250501002004005,0.55,0.40,0.47,0.54,0.45,0.49,0.52,0.43,0.49,0.46,0.50,0.49,0.45,0.48,0.44,0.48,0.46,0.45,0.48,0.44,0.45,0.48,0.46,0.42,0.47,11.75,0.47,false
127,0.25,0.2545090180360721,0.37,0.49,0.52,0.43,0.43,0.51,0.43,0.45,0.43,0.48,0.48,0.44,0.48,0.47,0.41,0.46,0.44,0.49,0.47,0.44,0.48,0.46,0.49,0.47,0.44,11.46,0.46,false
128,0.25,0.2565130260521042,0.39,0.40,0.40,0.38,0.42,0.43,0.38,0.40,0.38,0.38,0.44,0.41,0.40,0.38,0.39,0.37,0.40,0.41,0.39,0.44,0.39,0.39,0.45,0.37,0.37,9.96,0.40,false
129,0,0.25851703406813625,0.34,0.36,0.47,0.43,0.41,0.41,0.35,0.39,0.39,0.38,0.37,0.38,0.40,0.39,0.36,0.37,0.41,0.45,0.40,0.39,0.37,0.37,0.39,0.38,0.38,9.74,0.39,false
130,0.5,0.2605210420841683,0.39,0.46,0.42,0.40,0.35,0.44,0.41,0.36,0.42,0.39,0.40,0.34,0.38,0.38,0.39,0.36,0.37,0.39,0.37,0.39,0.37,0.37,0.37,0.37,0.37,9.66,0.39,false
131,0,0.2625250501002004,0.58,0.56,0.42,0.42,0.43,0.49,0.42,0.41,0.46,0.44,0.43,0.43,0.42,0.45,0.44,0.44,0.43,0.48,0.48,0.45,0.44,0.48,0.43,0.45,0.42,11.30,0.45,false
132,0.5,0.26452905811623245,0.37,0.54,0.46,0.46,0.42,0.44,0.45,0.41,0.45,0.41,0.42,0.42,0.44,0.41,0.43,0.45,0.46,0.47,0.47,0.44,0.47,0.49,0.45,0.44,0.44,11.11,0.44,false
133,0,0.2665330661322645,0.34,0.35,0.46,0.34,0.39,0.45,0.34,0.40,0.36,0.39,0.36,0.35,0.39,0.37,0.37,0.34,0.36,0.39,0.37,0.38,0.38,0.36,0.36,0.37,0.39,9.36,0.37,false
134,0.5,0.2685370741482966,0.39,0.42,0.37,0.37,0.37,0.39,0.44,0.36,0.37,0.41,0.38,0.40,0.40,0.37,0.37,0.37,0.37,0.39,0.37,0.38,0.37,0.37,0.39,0.37,0.38,9.57,0.38,false
135,0,0.27054108216432865,0.34,0.34,0.41,0.37,0.38,0.37,0.41,0.37,0.37,0.38,0.37,0.35,0.39,0.38,0.38,0.36,0.38,0.40,0.39,0.38,0.36,0.37,0.37,0.36,0.37,9.35,0.37,false
136,0.5,0.2725450901803607,0.39,0.37,0.51,0.39,0.38,0.42,0.39,0.36,0.40,0.36,0.40,0.37,0.39,0.38,0.37,0.38,0.37,0.41,0.38,0.40,0.39,0.39,0.37,0.40,0.38,9.75,0.39,false
137,0.5,0.2745490981963928,0.39,0.43,0.47,0.49,0.37,0.47,0.44,0.42,0.50,0.45,0.47,0.48,0.44,0.46,0.44,0.45,0.44,0.47,0.50,0.48,0.46,0.42,0.46,0.41,0.46,11.27,0.45,false
138,0.25,0.27655310621242485,0.37,0.45,0.41,0.45,0.41,0.45,0.45,0.45,0.43,0.46,0.46,0.46,0.47,0.45,0.45,0.46,0.45,0.46,0.47,0.45,0.46,0.46,0.47,0.44,0.44,11.18,0.45,false
139,0.5,0.2785571142284569,0.43,0.41,0.41,0.43,0.42,0.56,0.37,0.44,0.39,0.43,0.41,0.40,0.41,0.43,0.42,0.45,0.41,0.43,0.40,0.43,0.42,0.43,0.43,0.40,0.44,10.60,0.42,false
140,0,0.280561122244489,0.34,0.36,0.40,0.34,0.35,0.36,0.34,0.37,0.35,0.39,0.36,0.34,0.36,0.36,0.34,0.34,0.35,0.39,0.34,0.37,0.35,0.35,0.35,0.35,0.35,8.90,0.36,false
141,0,0.28256513026052105,0.62,0.42,0.43,0.47,0.45,0.45,0.44,0.45,0.46,0.47,0.44,0.46,0.48,0.41,0.44,0.48,0.47,0.46,0.48,0.47,0.47,0.52,0.46,0.45,0.44,11.59,0.46,false
142,0.5,0.2845691382765531,0.55,0.41,0.42,0.42,0.50,0.45,0.40,0.44,0.45,0.42,0.49,0.48,0.43,0.45,0.43,0.48,0.41,0.46,0.39,0.46,0.45,0.46,0.44,0.44,0.47,11.20,0.45,false
143,0.25,0.2865731462925852,0.46,0.59,0.43,0.44,0.41,0.49,0.51,0.49,0.45,0.50,0.49,0.49,0.51,0.48,0.44,0.47,0.49,0.51,0.49,0.47,0.49,0.47,0.48,0.44,0.48,11.97,0.48,false
144,0,0.28857715430861725,0.62,0.42,0.42,0.44,0.43,0.42,0.47,0.44,0.48,0.48,0.45,0.49,0.46,0.43,0.48,0.46,0.50,0.47,0.49,0.44,0.48,0.50,0.45,0.46,0.45,11.63,0.47,false
145,0.25,0.2905811623246493,0.50,0.61,0.43,0.44,0.40,0.46,0.43,0.48,0.42,0.54,0.45,0.51,0.50,0.48,0.45,0.46,0.48,0.51,0.46,0.45,0.48,0.49,0.50,0.49,0.44,11.86,0.47,false
146,0.5,0.2925851703406814,0.43,0.53,0.40,0.44,0.47,0.43,0.44,0.48,0.45,0.44,0.43,0.42,0.47,0.44,0.45,0.42,0.40,0.46,0.43,0.42,0.44,0.50,0.45,0.45,0.44,11.13,0.45,false
147,0.5,0.29458917835671344,0.39,0.47,0.37,0.37,0.40,0.39,0.38,0.37,0.39,0.40,0.38,0.37,0.39,0.38,0.42,0.37,0.38,0.38,0.38,0.39,0.36,0.39,0.37,0.38,0.37,9.64,0.39,false
148,0.5,0.2965931863727455,0.39,0.44,0.37,0.37,0.39,0.38,0.39,0.36,0.37,0.40,0.36,0.35,0.37,0.37,0.38,0.35,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.36,0.37,9.42,0.38,false
149,0,0.2985971943887776,0.34,0.47,0.43,0.35,0.40,0.46,0.41,0.45,0.41,0.40,0.45,0.40,0.43,0.40,0.40,0.41,0.42,0.49,0.45,0.43,0.41,0.48,0.40,0.44,0.43,10.56,0.42,false
150,0,0.30060120240480964,0.34,0.35,0.44,0.34,0.37,0.37,0.35,0.36,0.36,0.35,0.39,0.38,0.38,0.37,0.35,0.34,0.36,0.38,0.37,0.38,0.37,0.37,0.36,0.37,0.37,9.17,0.37,false
151,0,0.3026052104208417,0.34,0.36,0.44,0.39,0.36,0.42,0.35,0.38,0.36,0.37,0.36,0.40,0.39,0.37,0.35,0.35,0.37,0.40,0.38,0.39,0.36,0.36,0.35,0.38,0.36,9.34,0.37,false
152,0.5,0.3046092184368738,0.50,0.50,0.40,0.37,0.42,0.45,0.39,0.35,0.38,0.38,0.36,0.35,0.38,0.36,0.35,0.36,0.37,0.40,0.38,0.38,0.37,0.37,0.36,0.36,0.36,9.65,0.39,false
153,0.5,0.3066132264529058,0.62,0.34,0.40,0.39,0.37,0.39,0.44,0.37,0.37,0.36,0.38,0.36,0.40,0.35,0.38,0.37,0.38,0.39,0.37,0.38,0.38,0.38,0.38,0.37,0.38,9.70,0.39,false
154,0.5,0.30861723446893785,0.50,0.37,0.39,0.35,0.39,0.40,0.36,0.39,0.38,0.38,0.38,0.35,0.38,0.35,0.35,0.34,0.36,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,9.34,0.37,false
155,0,0.3106212424849699,0.50,0.35,0.39,0.34,0.36,0.42,0.35,0.38,0.36,0.35,0.39,0.38,0.38,0.38,0.36,0.36,0.38,0.37,0.36,0.39,0.37,0.40,0.36,0.39,0.40,9.47,0.38,false
156,0.25,0.312625250501002,0.37,0.51,0.47,0.45,0.46,0.45,0.42,0.53,0.45,0.45,0.48,0.42,0.47,0.45,0.42,0.42,0.46,0.47,0.47,0.44,0.45,0.45,0.46,0.46,0.46,11.34,0.45,false
157,1,0.31462925851703405,0.66,0.53,0.68,0.56,0.65,0.63,0.60,0.64,0.57,0.66,0.61,0.56,0.60,0.66,0.52,0.57,0.62,0.62,0.57,0.58,0.61,0.56,0.63,0.59,0.62,15.10,0.60,false
158,0,0.3166332665330661,0.34,0.36,0.42,0.36,0.35,0.37,0.35,0.36,0.36,0.37,0.37,0.35,0.39,0.35,0.35,0.34,0.35,0.37,0.34,0.37,0.36,0.37,0.35,0.38,0.37,9.05,0.36,false
159,0.75,0.3186372745490982,0.36,0.49,0.44,0.43,0.44,0.42,0.38,0.47,0.41,0.47,0.39,0.39,0.41,0.40,0.38,0.36,0.45,0.43,0.40,0.42,0.41,0.43,0.41,0.42,0.42,10.43,0.42,false
160,0,0.32064128256513025,0.62,0.46,0.42,0.39,0.44,0.41,0.42,0.44,0.47,0.42,0.42,0.44,0.44,0.43,0.41,0.42,0.44,0.44,0.48,0.44,0.47,0.44,0.43,0.45,0.44,11.08,0.44,false
161,0.25,0.3226452905811623,0.46,0.70,0.57,0.76,0.60,0.71,0.68,0.70,0.66,0.64,0.70,0.66,0.65,0.66,0.63,0.63,0.67,0.60,0.66,0.71,0.69,0.69,0.62,0.66,0.63,16.34,0.65,false
162,0.25,0.3246492985971944,0.44,0.53,0.67,0.50,0.60,0.61,0.59,0.60,0.52,0.60,0.56,0.51,0.56,0.58,0.52,0.57,0.52,0.58,0.50,0.56,0.57,0.52,0.55,0.56,0.58,13.90,0.56,false
163,0,0.32665330661322645,0.66,0.44,0.46,0.43,0.46,0.44,0.45,0.44,0.48,0.44,0.45,0.46,0.49,0.44,0.42,0.47,0.46,0.48,0.47,0.48,0.46,0.48,0.46,0.47,0.45,11.64,0.47,false
164,0,0.3286573146292585,0.50,0.44,0.48,0.38,0.45,0.44,0.42,0.40,0.47,0.40,0.41,0.39,0.45,0.44,0.42,0.41,0.42,0.45,0.42,0.43,0.43,0.46,0.42,0.47,0.43,10.83,0.43,false
165,0.5,0.3306613226452906,0.36,0.44,0.37,0.40,0.40,0.39,0.36,0.36,0.39,0.40,0.40,0.36,0.37,0.36,0.40,0.35,0.38,0.40,0.38,0.39,0.38,0.37,0.37,0.38,0.38,9.54,0.38,false
166,0,0.33266533066132264,0.34,0.36,0.36,0.34,0.35,0.38,0.34,0.36,0.37,0.36,0.37,0.37,0.37,0.35,0.35,0.34,0.35,0.39,0.35,0.38,0.36,0.36,0.35,0.36,0.38,8.99,0.36,false
167,0.5,0.3346693386773547,0.55,0.53,0.40,0.44,0.42,0.42,0.41,0.47,0.47,0.43,0.42,0.42,0.42,0.42,0.43,0.41,0.40,0.45,0.41,0.42,0.43,0.47,0.42,0.44,0.43,10.93,0.44,false
168,0,0.3366733466933868,0.62,0.51,0.49,0.43,0.48,0.47,0.45,0.49,0.50,0.46,0.43,0.44,0.46,0.43,0.45,0.45,0.46,0.46,0.51,0.47,0.47,0.50,0.45,0.46,0.47,11.81,0.47,false
169,0,0.33867735470941884,0.34,0.36,0.40,0.38,0.36,0.41,0.34,0.36,0.37,0.40,0.37,0.35,0.41,0.36,0.36,0.37,0.35,0.41,0.36,0.37,0.37,0.37,0.36,0.37,0.38,9.28,0.37,false
170,0,0.3406813627254509,0.34,0.36,0.37,0.35,0.35,0.37,0.34,0.36,0.37,0.36,0.37,0.36,0.38,0.35,0.35,0.37,0.35,0.39,0.36,0.38,0.36,0.37,0.35,0.36,0.38,9.05,0.36,false
171,0.5,0.342685370741483,0.36,0.36,0.41,0.43,0.37,0.41,0.40,0.37,0.43,0.37,0.42,0.39,0.44,0.40,0.38,0.37,0.36,0.41,0.40,0.38,0.37,0.41,0.37,0.39,0.39,9.79,0.39,false
172,0,0.34468937875751504,0.34,0.34,0.38,0.35,0.35,0.39,0.38,0.35,0.38,0.36,0.38,0.38,0.39,0.37,0.37,0.37,0.35,0.40,0.38,0.39,0.36,0.37,0.37,0.36,0.37,9.23,0.37,false
173,0.5,0.3466933867735471,0.37,0.51,0.45,0.49,0.43,0.42,0.45,0.47,0.43,0.45,0.44,0.46,0.47,0.45,0.48,0.46,0.45,0.48,0.48,0.48,0.44,0.46,0.45,0.43,0.46,11.36,0.45,false
174,0.5,0.3486973947895792,0.37,0.51,0.45,0.49,0.40,0.42,0.46,0.44,0.43,0.45,0.43,0.44,0.44,0.40,0.50,0.45,0.45,0.46,0.49,0.46,0.44,0.46,0.44,0.43,0.45,11.16,0.45,false
175,0.5,0.35070140280561124,0.43,0.40,0.41,0.40,0.40,0.52,0.37,0.44,0.42,0.42,0.40,0.45,0.44,0.44,0.42,0.47,0.42,0.41,0.42,0.43,0.43,0.42,0.41,0.42,0.45,10.64,0.43,false
176,0.5,0.3527054108216433,0.36,0.38,0.40,0.36,0.35,0.38,0.38,0.35,0.40,0.36,0.36,0.35,0.39,0.35,0.34,0.37,0.36,0.38,0.37,0.36,0.36,0.37,0.35,0.36,0.37,9.16,0.37,false
177,0.5,0.35470941883767537,0.58,0.50,0.50,0.44,0.48,0.42,0.46,0.49,0.49,0.45,0.42,0.42,0.47,0.43,0.46,0.42,0.43,0.47,0.44,0.48,0.44,0.49,0.45,0.45,0.46,11.54,0.46,false
178,0,0.35671342685370744,0.50,0.48,0.51,0.43,0.43,0.47,0.38,0.40,0.48,0.44,0.41,0.45,0.46,0.44,0.46,0.43,0.43,0.45,0.44,0.43,0.42,0.46,0.42,0.43,0.43,11.08,0.44,false
179,0,0.3587174348697395,0.62,0.44,0.50,0.52,0.41,0.48,0.49,0.46,0.49,0.47,0.43,0.51,0.51,0.46,0.45,0.50,0.49,0.50,0.50,0.49,0.49,0.52,0.49,0.46,0.49,12.17,0.49,false
180,0.25,0.36072144288577157,0.58,0.43,0.44,0.40,0.48,0.59,0.40,0.47,0.43,0.45,0.45,0.44,0.45,0.44,0.43,0.46,0.43,0.44,0.44,0.44,0.48,0.46,0.43,0.42,0.46,11.34,0.45,false
181,0,0.3627254509018036,0.50,0.53,0.50,0.43,0.45,0.48,0.43,0.44,0.48,0.47,0.50,0.42,0.47,0.46,0.48,0.45,0.43,0.49,0.51,0.45,0.48,0.50,0.45,0.46,0.45,11.71,0.47,false
182,0.5,0.36472945891783565,0.43,0.55,0.46,0.44,0.40,0.42,0.39,0.45,0.46,0.41,0.42,0.41,0.45,0.41,0.40,0.39,0.40,0.47,0.42,0.43,0.43,0.47,0.43,0.43,0.42,10.79,0.43,false
183,0,0.3667334669338677,0.34,0.47,0.42,0.36,0.37,0.49,0.37,0.37,0.38,0.42,0.38,0.39,0.39,0.38,0.35,0.34,0.37,0.42,0.39,0.39,0.37,0.38,0.38,0.37,0.39,9.68,0.39,false
184,0.5,0.3687374749498998,0.39,0.41,0.38,0.38,0.34,0.39,0.36,0.35,0.39,0.38,0.37,0.37,0.40,0.36,0.38,0.35,0.36,0.39,0.37,0.38,0.38,0.37,0.35,0.36,0.36,9.32,0.37,false
185,0.5,0.37074148296593185,0.37,0.50,0.47,0.48,0.40,0.42,0.40,0.44,0.43,0.43,0.42,0.47,0.44,0.41,0.45,0.43,0.42,0.42,0.46,0.46,0.42,0.45,0.44,0.44,0.46,10.93,0.44,false
186,0,0.3727454909819639,0.58,0.47,0.49,0.38,0.43,0.42,0.40,0.45,0.47,0.46,0.46,0.45,0.47,0.45,0.44,0.41,0.44,0.48,0.46,0.48,0.42,0.49,0.44,0.44,0.43,11.31,0.45,false
187,0,0.374749498997996,0.34,0.34,0.42,0.37,0.37,0.41,0.41,0.40,0.36,0.38,0.36,0.39,0.39,0.37,0.37,0.36,0.39,0.39,0.39,0.40,0.37,0.39,0.37,0.38,0.37,9.49,0.38,false
188,0,0.37675350701402804,0.34,0.35,0.39,0.34,0.36,0.38,0.35,0.37,0.36,0.37,0.36,0.34,0.38,0.35,0.35,0.33,0.35,0.37,0.37,0.37,0.36,0.38,0.36,0.36,0.36,9.00,0.36,false
189,0,0.3787575150300601,0.34,0.39,0.39,0.35,0.39,0.37,0.36,0.37,0.38,0.37,0.38,0.36,0.40,0.36,0.36,0.34,0.37,0.40,0.37,0.38,0.37,0.38,0.36,0.36,0.36,9.26,0.37,false
190,0,0.3807615230460922,0.34,0.35,0.43,0.34,0.36,0.38,0.36,0.37,0.36,0.37,0.38,0.34,0.39,0.35,0.36,0.34,0.36,0.37,0.35,0.38,0.37,0.40,0.36,0.35,0.38,9.14,0.37,false
191,0.25,0.38276553106212424,0.43,0.57,0.39,0.42,0.46,0.49,0.43,0.46,0.48,0.42,0.44,0.45,0.45,0.49,0.45,0.49,0.45,0.45,0.45,0.46,0.50,0.44,0.45,0.45,0.47,11.44,0.46,false
192,0.5,0.3847695390781563,0.43,0.41,0.43,0.40,0.47,0.43,0.44,0.45,0.48,0.42,0.46,0.46,0.43,0.44,0.43,0.46,0.42,0.46,0.41,0.45,0.45,0.46,0.44,0.46,0.44,11.03,0.44,false
193,0.5,0.3867735470941884,0.43,0.40,0.50,0.41,0.40,0.50,0.41,0.43,0.45,0.44,0.43,0.42,0.45,0.45,0.41,0.47,0.41,0.41,0.43,0.42,0.44,0.42,0.42,0.43,0.45,10.83,0.43,false
194,0,0.38877755511022044,0.34,0.34,0.40,0.37,0.39,0.37,0.41,0.37,0.34,0.39,0.36,0.35,0.39,0.36,0.37,0.36,0.38,0.40,0.37,0.39,0.36,0.37,0.36,0.36,0.37,9.27,0.37,false
195,0.75,0.3907815631262525,0.36,0.46,0.50,0.49,0.45,0.43,0.35,0.42,0.46,0.40,0.40,0.38,0.43,0.40,0.36,0.36,0.41,0.41,0.41,0.40,0.42,0.40,0.39,0.42,0.40,10.31,0.41,false
196,0.5,0.3927855711422846,0.43,0.54,0.47,0.48,0.40,0.41,0.43,0.44,0.45,0.45,0.45,0.41,0.45,0.42,0.46,0.42,0.45,0.46,0.47,0.43,0.44,0.45,0.45,0.44,0.46,11.16,0.45,false
197,0.5,0.39478957915831664,0.58,0.48,0.50,0.49,0.47,0.45,0.43,0.46,0.56,0.47,0.54,0.44,0.47,0.46,0.49,0.45,0.46,0.46,0.45,0.45,0.47,0.47,0.47,0.44,0.45,11.86,0.47,false
198,0.75,0.3967935871743487,0.37,0.64,0.63,0.55,0.43,0.43,0.49,0.49,0.49,0.53,0.51,0.48,0.50,0.52,0.48,0.47,0.52,0.54,0.52,0.46,0.53,0.51,0.51,0.52,0.49,12.61,0.50,false
199,0.25,0.39879759519038077,0.37,0.49,0.42,0.45,0.41,0.42,0.43,0.45,0.44,0.47,0.48,0.47,0.48,0.44,0.43,0.42,0.47,0.45,0.46,0.42,0.45,0.46,0.46,0.42,0.44,11.10,0.44,false
200,0.5,0.40080160320641284,0.43,0.57,0.40,0.41,0.40,0.39,0.42,0.41,0.45,0.41,0.44,0.44,0.45,0.44,0.43,0.42,0.42,0.44,0.43,0.44,0.45,0.46,0.43,0.42,0.42,10.82,0.43,false
201,0.5,0.4028056112224449,0.39,0.46,0.39,0.35,0.37,0.44,0.37,0.37,0.39,0.38,0.38,0.37,0.42,0.39,0.39,0.36,0.38,0.38,0.36,0.37,0.37,0.38,0.37,0.37,0.36,9.56,0.38,false
202,0.5,0.40480961923847697,0.39,0.41,0.44,0.38,0.34,0.40,0.38,0.37,0.36,0.38,0.37,0.36,0.39,0.38,0.38,0.35,0.37,0.38,0.35,0.38,0.38,0.37,0.36,0.38,0.37,9.42,0.38,false
203,0.5,0.40681362725450904,0.39,0.46,0.48,0.40,0.36,0.40,0.43,0.38,0.43,0.47,0.42,0.44,0.45,0.40,0.41,0.43,0.40,0.41,0.43,0.40,0.43,0.46,0.41,0.41,0.41,10.51,0.42,false
204,0.5,0.4088176352705411,0.39,0.37,0.40,0.39,0.36,0.36,0.38,0.36,0.35,0.36,0.39,0.37,0.41,0.37,0.36,0.35,0.35,0.38,0.36,0.37,0.37,0.37,0.36,0.38,0.37,9.28,0.37,false
205,0,0.41082164328657317,0.34,0.35,0.40,0.36,0.39,0.38,0.35,0.37,0.38,0.38,0.38,0.35,0.40,0.37,0.36,0.35,0.36,0.42,0.36,0.37,0.38,0.36,0.38,0.38,0.36,9.28,0.37,false
206,0,0.41282565130260523,0.34,0.34,0.38,0.33,0.36,0.35,0.35,0.37,0.37,0.36,0.35,0.35,0.39,0.34,0.35,0.34,0.35,0.37,0.35,0.35,0.36,0.36,0.35,0.35,0.35,8.86,0.35,false
207,0.5,0.4148296593186373,0.50,0.37,0.40,0.37,0.39,0.36,0.37,0.37,0.39,0.38,0.38,0.39,0.41,0.36,0.37,0.36,0.35,0.36,0.35,0.36,0.37,0.38,0.38,0.38,0.37,9.47,0.38,false
208,0.5,0.4168336673346693,0.46,0.37,0.39,0.33,0.34,0.35,0.37,0.36,0.37,0.36,0.37,0.36,0.40,0.35,0.35,0.36,0.35,0.38,0.35,0.36,0.38,0.37,0.36,0.35,0.35,9.14,0.37,false
209,0.5,0.4188376753507014,0.36,0.34,0.40,0.38,0.37,0.38,0.42,0.38,0.39,0.38,0.42,0.38,0.42,0.36,0.36,0.36,0.38,0.39,0.36,0.38,0.40,0.38,0.38,0.37,0.39,9.53,0.38,false
210,0,0.42084168336673344,0.58,0.50,0.53,0.38,0.43,0.47,0.40,0.46,0.50,0.44,0.45,0.44,0.46,0.48,0.45,0.45,0.46,0.47,0.51,0.48,0.44,0.50,0.48,0.46,0.45,11.67,0.47,false
211,0.5,0.4228456913827655,0.66,0.47,0.62,0.53,0.64,0.63,0.54,0.61,0.54,0.64,0.60,0.49,0.57,0.58,0.50,0.51,0.53,0.54,0.49,0.55,0.53,0.50,0.54,0.56,0.54,13.91,0.56,false
212,0,0.4248496993987976,0.34,0.34,0.39,0.40,0.35,0.38,0.42,0.36,0.37,0.38,0.36,0.38,0.40,0.36,0.37,0.36,0.43,0.38,0.37,0.37,0.36,0.39,0.36,0.38,0.37,9.37,0.37,false
213,0.5,0.42685370741482964,0.55,0.40,0.41,0.39,0.48,0.40,0.47,0.38,0.44,0.41,0.43,0.39,0.43,0.37,0.40,0.42,0.39,0.40,0.39,0.39,0.40,0.40,0.39,0.41,0.39,10.33,0.41,false
214,0.5,0.4288577154308617,0.46,0.34,0.49,0.38,0.41,0.39,0.42,0.39,0.41,0.44,0.42,0.41,0.43,0.38,0.39,0.41,0.38,0.42,0.39,0.39,0.38,0.41,0.39,0.36,0.41,10.10,0.40,false
215,0.5,0.4308617234468938,0.58,0.76,0.60,0.75,0.56,0.73,0.65,0.61,0.64,0.69,0.71,0.71,0.67,0.68,0.65,0.70,0.67,0.64,0.68,0.69,0.71,0.69,0.68,0.67,0.66,16.78,0.67,true
216,0.25,0.43286573146292584,0.44,0.52,0.67,0.52,0.67,0.61,0.61,0.61,0.52,0.62,0.60,0.53,0.57,0.59,0.52,0.55,0.55,0.57,0.52,0.56,0.58,0.55,0.56,0.59,0.60,14.23,0.57,false
217,0.5,0.4348697394789579,0.36,0.35,0.42,0.39,0.41,0.40,0.45,0.37,0.38,0.37,0.40,0.37,0.43,0.36,0.37,0.39,0.38,0.42,0.37,0.39,0.40,0.38,0.40,0.37,0.39,9.72,0.39,false
218,0.5,0.43687374749499,0.37,0.56,0.54,0.41,0.43,0.42,0.43,0.45,0.44,0.43,0.45,0.45,0.47,0.42,0.46,0.44,0.46,0.47,0.45,0.44,0.50,0.43,0.47,0.44,0.45,11.28,0.45,false
219,0.5,0.43887775551102204,0.36,0.41,0.46,0.38,0.39,0.40,0.38,0.37,0.36,0.37,0.37,0.35,0.39,0.36,0.37,0.35,0.38,0.37,0.35,0.38,0.38,0.38,0.36,0.37,0.37,9.41,0.38,false
220,0.5,0.4408817635270541,0.36,0.41,0.38,0.34,0.36,0.40,0.36,0.36,0.36,0.37,0.38,0.35,0.40,0.36,0.39,0.35,0.37,0.36,0.34,0.36,0.36,0.37,0.36,0.36,0.37,9.18,0.37,false
